Set,Problem,Initial,Move,Feasibility,size,nImprove,nNeutral,nWorse,nWorseOK,nnFrac
mval_IF_3L,mval5B,U_5R_best,relocate,feasible,129,0,39,5493,0,1.00
mval_IF_3L,mval5B,U_5R_best,flip,infeasible,129,0,0,10,0,1.00
mval_IF_3L,mval5B,U_5R_best,flip,feasible,129,0,2,23,0,1.00
mval_IF_3L,mval5B,U_5R_best,cross,infeasible,129,0,119,3499,0,1.00
mval_IF_3L,mval5B,U_5R_best,cross,feasible,129,0,8,294,0,1.00
mval_IF_3L,mval5B,U_5R_best,exchange,infeasible,129,0,0,5346,0,1.00
mval_IF_3L,mval5B,U_5R_best,exchange,feasible,129,0,3,2321,0,1.00
mval_IF_3L,mval5B,IM_best,relocate,infeasible,129,0,8,6574,127,1.00
mval_IF_3L,mval5B,IM_best,relocate,feasible,129,0,37,5099,394,1.00
mval_IF_3L,mval5B,IM_best,flip,infeasible,129,0,0,0,0,1.00
mval_IF_3L,mval5B,IM_best,flip,feasible,129,0,1,34,22,1.00
mval_IF_3L,mval5B,IM_best,cross,infeasible,129,1,112,3495,248,1.00
mval_IF_3L,mval5B,IM_best,cross,feasible,129,0,25,375,71,1.00
mval_IF_3L,mval5B,IM_best,exchange,infeasible,129,0,0,4090,7,1.00
mval_IF_3L,mval5B,IM_best,exchange,feasible,129,0,6,3581,115,1.00
mval_IF_3L,mval5B,PS_5R_best,relocate,infeasible,129,3,36,10888,562,1.00
mval_IF_3L,mval5B,PS_5R_best,relocate,feasible,129,0,30,1006,235,1.00
mval_IF_3L,mval5B,PS_5R_best,flip,infeasible,129,0,0,26,17,1.00
mval_IF_3L,mval5B,PS_5R_best,flip,feasible,129,0,2,7,7,1.00
mval_IF_3L,mval5B,PS_5R_best,cross,infeasible,129,1,120,3613,441,1.00
mval_IF_3L,mval5B,PS_5R_best,cross,feasible,129,0,21,78,22,1.00
mval_IF_3L,mval5B,PS_5R_best,exchange,infeasible,129,1,4,7552,154,1.00
mval_IF_3L,mval5B,PS_5R_best,exchange,feasible,129,0,4,110,43,1.00
mval_IF_3L,mval5C,PS_5R_best,relocate,infeasible,118,3,34,10442,582,1.00
mval_IF_3L,mval5C,PS_5R_best,relocate,feasible,118,0,43,1203,320,1.00
mval_IF_3L,mval5C,PS_5R_best,flip,infeasible,118,0,0,12,8,1.00
mval_IF_3L,mval5C,PS_5R_best,flip,feasible,118,0,0,5,4,1.00
mval_IF_3L,mval5C,PS_5R_best,cross,infeasible,118,2,183,4273,539,1.00
mval_IF_3L,mval5C,PS_5R_best,cross,feasible,118,0,0,12,3,1.00
mval_IF_3L,mval5C,PS_5R_best,exchange,infeasible,118,0,6,6216,165,1.00
mval_IF_3L,mval5C,PS_5R_best,exchange,feasible,118,0,7,179,32,1.00
mval_IF_3L,mval5C,U_5R_best,relocate,infeasible,118,0,7,9378,1,1.00
mval_IF_3L,mval5C,U_5R_best,relocate,feasible,118,0,52,2287,47,1.00
mval_IF_3L,mval5C,U_5R_best,flip,infeasible,118,0,0,4,0,1.00
mval_IF_3L,mval5C,U_5R_best,flip,feasible,118,0,0,13,1,1.00
mval_IF_3L,mval5C,U_5R_best,cross,infeasible,118,1,154,4274,29,1.00
mval_IF_3L,mval5C,U_5R_best,cross,feasible,118,0,7,34,1,1.00
mval_IF_3L,mval5C,U_5R_best,exchange,infeasible,118,0,4,5924,0,1.00
mval_IF_3L,mval5C,U_5R_best,exchange,feasible,118,0,7,471,9,1.00
mval_IF_3L,mval5C,IM_best,relocate,infeasible,118,2,20,6061,454,1.00
mval_IF_3L,mval5C,IM_best,relocate,feasible,118,0,58,5474,988,1.00
mval_IF_3L,mval5C,IM_best,flip,infeasible,118,0,0,0,0,1.00
mval_IF_3L,mval5C,IM_best,flip,feasible,118,0,0,17,15,1.00
mval_IF_3L,mval5C,IM_best,cross,infeasible,118,3,205,4098,799,1.00
mval_IF_3L,mval5C,IM_best,cross,feasible,118,0,16,338,84,1.00
mval_IF_3L,mval5C,IM_best,exchange,infeasible,118,0,4,3698,73,1.00
mval_IF_3L,mval5C,IM_best,exchange,feasible,118,0,11,2698,306,1.00
mval_IF_3L,mval5D,IM_best,relocate,infeasible,124,4,58,9452,686,1.00
mval_IF_3L,mval5D,IM_best,relocate,feasible,124,0,59,2514,352,1.00
mval_IF_3L,mval5D,IM_best,flip,infeasible,124,0,0,6,3,1.00
mval_IF_3L,mval5D,IM_best,flip,feasible,124,0,1,22,18,1.00
mval_IF_3L,mval5D,IM_best,cross,infeasible,124,11,178,3360,415,1.00
mval_IF_3L,mval5D,IM_best,cross,feasible,124,0,16,99,17,1.00
mval_IF_3L,mval5D,IM_best,exchange,infeasible,124,0,9,5776,101,1.00
mval_IF_3L,mval5D,IM_best,exchange,feasible,124,0,13,1276,168,1.00
mval_IF_3L,mval5D,PS_5R_best,relocate,infeasible,124,12,71,11681,298,1.00
mval_IF_3L,mval5D,PS_5R_best,relocate,feasible,124,0,32,287,43,1.00
mval_IF_3L,mval5D,PS_5R_best,flip,infeasible,124,0,0,18,6,1.00
mval_IF_3L,mval5D,PS_5R_best,flip,feasible,124,0,0,11,5,1.00
mval_IF_3L,mval5D,PS_5R_best,cross,infeasible,124,1,160,3416,116,1.00
mval_IF_3L,mval5D,PS_5R_best,cross,feasible,124,0,0,2,0,1.00
mval_IF_3L,mval5D,PS_5R_best,exchange,infeasible,124,4,13,6934,48,1.00
mval_IF_3L,mval5D,PS_5R_best,exchange,feasible,124,0,5,121,11,1.00
mval_IF_3L,mval5D,U_5R_best,relocate,infeasible,124,0,29,7431,301,1.00
mval_IF_3L,mval5D,U_5R_best,relocate,feasible,124,0,46,4601,941,1.00
mval_IF_3L,mval5D,U_5R_best,flip,infeasible,124,0,0,1,0,1.00
mval_IF_3L,mval5D,U_5R_best,flip,feasible,124,0,0,28,24,1.00
mval_IF_3L,mval5D,U_5R_best,cross,infeasible,124,3,141,3202,422,1.00
mval_IF_3L,mval5D,U_5R_best,cross,feasible,124,0,8,225,33,1.00
mval_IF_3L,mval5D,U_5R_best,exchange,infeasible,124,0,1,4280,19,1.00
mval_IF_3L,mval5D,U_5R_best,exchange,feasible,124,0,4,2680,260,1.00
mval_IF_3L,mval6A,U_5R_best,relocate,infeasible,94,0,1,2312,4,1.00
mval_IF_3L,mval6A,U_5R_best,relocate,feasible,94,0,33,4024,238,1.00
mval_IF_3L,mval6A,U_5R_best,flip,infeasible,94,0,0,0,0,1.00
mval_IF_3L,mval6A,U_5R_best,flip,feasible,94,0,1,21,12,1.00
mval_IF_3L,mval6A,U_5R_best,cross,infeasible,94,1,75,1881,133,1.00
mval_IF_3L,mval6A,U_5R_best,cross,feasible,94,0,21,302,21,1.00
mval_IF_3L,mval6A,U_5R_best,exchange,infeasible,94,0,0,1925,0,1.00
mval_IF_3L,mval6A,U_5R_best,exchange,feasible,94,0,6,2025,52,1.00
mval_IF_3L,mval6A,PS_5R_best,relocate,infeasible,94,0,17,3293,3,1.00
mval_IF_3L,mval6A,PS_5R_best,relocate,feasible,94,0,59,3088,20,1.00
mval_IF_3L,mval6A,PS_5R_best,flip,infeasible,94,0,0,12,0,1.00
mval_IF_3L,mval6A,PS_5R_best,flip,feasible,94,0,2,8,0,1.00
mval_IF_3L,mval6A,PS_5R_best,cross,infeasible,94,1,90,1896,1,1.00
mval_IF_3L,mval6A,PS_5R_best,cross,feasible,94,0,16,211,4,1.00
mval_IF_3L,mval6A,PS_5R_best,exchange,infeasible,94,0,2,3156,1,1.00
mval_IF_3L,mval6A,PS_5R_best,exchange,feasible,94,0,6,790,0,1.00
mval_IF_3L,mval6A,IM_best,relocate,infeasible,94,0,4,2621,3,1.00
mval_IF_3L,mval6A,IM_best,relocate,feasible,94,0,46,3699,16,1.00
mval_IF_3L,mval6A,IM_best,flip,infeasible,94,0,0,0,0,1.00
mval_IF_3L,mval6A,IM_best,flip,feasible,94,0,0,22,0,1.00
mval_IF_3L,mval6A,IM_best,cross,infeasible,94,1,91,1917,8,1.00
mval_IF_3L,mval6A,IM_best,cross,feasible,94,0,15,256,1,1.00
mval_IF_3L,mval6A,IM_best,exchange,infeasible,94,0,1,2297,0,1.00
mval_IF_3L,mval6A,IM_best,exchange,feasible,94,0,11,1651,5,1.00
mval_IF_3L,mval6B,U_5R_best,relocate,infeasible,91,0,0,3121,0,1.00
mval_IF_3L,mval6B,U_5R_best,relocate,feasible,91,0,63,2883,0,1.00
mval_IF_3L,mval6B,U_5R_best,flip,infeasible,91,0,0,0,0,1.00
mval_IF_3L,mval6B,U_5R_best,flip,feasible,91,0,1,21,0,1.00
mval_IF_3L,mval6B,U_5R_best,cross,infeasible,91,0,74,1726,0,1.00
mval_IF_3L,mval6B,U_5R_best,cross,feasible,91,0,21,136,0,1.00
mval_IF_3L,mval6B,U_5R_best,exchange,infeasible,91,0,0,2498,0,1.00
mval_IF_3L,mval6B,U_5R_best,exchange,feasible,91,0,11,1187,0,1.00
mval_IF_3L,mval6B,IM_best,relocate,infeasible,91,0,13,4332,194,1.00
mval_IF_3L,mval6B,IM_best,relocate,feasible,91,0,55,1596,432,1.00
mval_IF_3L,mval6B,IM_best,flip,infeasible,91,0,0,5,4,1.00
mval_IF_3L,mval6B,IM_best,flip,feasible,91,0,1,16,16,1.00
mval_IF_3L,mval6B,IM_best,cross,infeasible,91,1,75,1696,193,1.00
mval_IF_3L,mval6B,IM_best,cross,feasible,91,0,16,46,16,1.00
mval_IF_3L,mval6B,IM_best,exchange,infeasible,91,0,4,3219,53,1.00
mval_IF_3L,mval6B,IM_best,exchange,feasible,91,0,8,378,113,1.00
mval_IF_3L,mval6B,PS_5R_best,relocate,infeasible,91,0,8,3470,0,1.00
mval_IF_3L,mval6B,PS_5R_best,relocate,feasible,91,0,55,2532,0,1.00
mval_IF_3L,mval6B,PS_5R_best,flip,infeasible,91,0,0,1,0,1.00
mval_IF_3L,mval6B,PS_5R_best,flip,feasible,91,0,0,21,0,1.00
mval_IF_3L,mval6B,PS_5R_best,cross,infeasible,91,0,94,1830,0,1.00
mval_IF_3L,mval6B,PS_5R_best,cross,feasible,91,0,0,33,0,1.00
mval_IF_3L,mval6B,PS_5R_best,exchange,infeasible,91,0,0,2747,0,1.00
mval_IF_3L,mval6B,PS_5R_best,exchange,feasible,91,0,11,934,0,1.00
mval_IF_3L,mval6C,IM_best,relocate,infeasible,94,3,57,5084,218,1.00
mval_IF_3L,mval6C,IM_best,relocate,feasible,94,0,15,1741,130,1.00
mval_IF_3L,mval6C,IM_best,flip,infeasible,94,0,0,8,6,1.00
mval_IF_3L,mval6C,IM_best,flip,feasible,94,0,0,15,7,1.00
mval_IF_3L,mval6C,IM_best,cross,infeasible,94,9,89,1649,105,1.00
mval_IF_3L,mval6C,IM_best,cross,feasible,94,0,3,89,12,1.00
mval_IF_3L,mval6C,IM_best,exchange,infeasible,94,0,7,2991,47,1.00
mval_IF_3L,mval6C,IM_best,exchange,feasible,94,0,2,956,47,1.00
mval_IF_3L,mval6C,U_5R_best,relocate,infeasible,94,2,32,4070,643,1.00
mval_IF_3L,mval6C,U_5R_best,relocate,feasible,94,0,27,2857,953,1.00
mval_IF_3L,mval6C,U_5R_best,flip,infeasible,94,0,0,0,0,1.00
mval_IF_3L,mval6C,U_5R_best,flip,feasible,94,0,0,23,21,1.00
mval_IF_3L,mval6C,U_5R_best,cross,infeasible,94,10,95,1499,470,1.00
mval_IF_3L,mval6C,U_5R_best,cross,feasible,94,0,6,170,63,1.00
mval_IF_3L,mval6C,U_5R_best,exchange,infeasible,94,0,2,2051,81,1.00
mval_IF_3L,mval6C,U_5R_best,exchange,feasible,94,0,3,1897,259,1.00
mval_IF_3L,mval6C,PS_5R_best,relocate,infeasible,94,15,89,6238,3240,1.00
mval_IF_3L,mval6C,PS_5R_best,relocate,feasible,94,0,23,536,490,1.00
mval_IF_3L,mval6C,PS_5R_best,flip,infeasible,94,0,0,3,3,1.00
mval_IF_3L,mval6C,PS_5R_best,flip,feasible,94,0,4,16,16,1.00
mval_IF_3L,mval6C,PS_5R_best,cross,infeasible,94,7,111,1696,1088,1.00
mval_IF_3L,mval6C,PS_5R_best,cross,feasible,94,0,1,24,21,1.00
mval_IF_3L,mval6C,PS_5R_best,exchange,infeasible,94,4,7,3535,704,1.00
mval_IF_3L,mval6C,PS_5R_best,exchange,feasible,94,0,6,402,300,1.00
mval_IF_3L,mval7A,U_5R_best,relocate,infeasible,125,0,0,6115,0,1.00
mval_IF_3L,mval7A,U_5R_best,relocate,feasible,125,0,42,4579,0,1.00
mval_IF_3L,mval7A,U_5R_best,flip,infeasible,125,0,0,1,0,1.00
mval_IF_3L,mval7A,U_5R_best,flip,feasible,125,0,1,34,0,1.00
mval_IF_3L,mval7A,U_5R_best,cross,infeasible,125,0,97,2898,0,1.00
mval_IF_3L,mval7A,U_5R_best,cross,feasible,125,0,6,572,0,1.00
mval_IF_3L,mval7A,U_5R_best,exchange,infeasible,125,0,0,5469,0,1.00
mval_IF_3L,mval7A,U_5R_best,exchange,feasible,125,0,1,1711,0,1.00
mval_IF_3L,mval7A,PS_5R_best,relocate,infeasible,125,0,8,8067,10,1.00
mval_IF_3L,mval7A,PS_5R_best,relocate,feasible,125,0,51,2610,33,1.00
mval_IF_3L,mval7A,PS_5R_best,flip,infeasible,125,0,0,11,1,1.00
mval_IF_3L,mval7A,PS_5R_best,flip,feasible,125,0,2,23,2,1.00
mval_IF_3L,mval7A,PS_5R_best,cross,infeasible,125,2,99,3061,16,1.00
mval_IF_3L,mval7A,PS_5R_best,cross,feasible,125,0,19,392,3,1.00
mval_IF_3L,mval7A,PS_5R_best,exchange,infeasible,125,0,0,6510,2,1.00
mval_IF_3L,mval7A,PS_5R_best,exchange,feasible,125,0,1,672,1,1.00
mval_IF_3L,mval7A,IM_best,relocate,infeasible,125,0,0,6663,0,1.00
mval_IF_3L,mval7A,IM_best,relocate,feasible,125,0,30,4043,0,1.00
mval_IF_3L,mval7A,IM_best,flip,infeasible,125,0,0,0,0,1.00
mval_IF_3L,mval7A,IM_best,flip,feasible,125,0,0,36,0,1.00
mval_IF_3L,mval7A,IM_best,cross,infeasible,125,0,91,2939,0,1.00
mval_IF_3L,mval7A,IM_best,cross,feasible,125,0,16,527,0,1.00
mval_IF_3L,mval7A,IM_best,exchange,infeasible,125,0,0,5396,0,1.00
mval_IF_3L,mval7A,IM_best,exchange,feasible,125,0,4,1779,0,1.00
mval_IF_3L,mval7B,U_5R_best,relocate,infeasible,119,0,2,9302,72,1.00
mval_IF_3L,mval7B,U_5R_best,relocate,feasible,119,0,53,1431,213,1.00
mval_IF_3L,mval7B,U_5R_best,flip,infeasible,119,0,0,9,5,1.00
mval_IF_3L,mval7B,U_5R_best,flip,feasible,119,0,0,16,9,1.00
mval_IF_3L,mval7B,U_5R_best,cross,infeasible,119,1,113,3837,148,1.00
mval_IF_3L,mval7B,U_5R_best,cross,feasible,119,0,6,51,13,1.00
mval_IF_3L,mval7B,U_5R_best,exchange,infeasible,119,0,0,6100,10,1.00
mval_IF_3L,mval7B,U_5R_best,exchange,feasible,119,0,4,400,42,1.00
mval_IF_3L,mval7B,PS_5R_best,relocate,infeasible,119,15,28,10332,1599,1.00
mval_IF_3L,mval7B,PS_5R_best,relocate,feasible,119,0,50,363,363,1.00
mval_IF_3L,mval7B,PS_5R_best,flip,infeasible,119,0,0,11,11,1.00
mval_IF_3L,mval7B,PS_5R_best,flip,feasible,119,0,0,14,14,1.00
mval_IF_3L,mval7B,PS_5R_best,cross,infeasible,119,1,124,3866,905,1.00
mval_IF_3L,mval7B,PS_5R_best,cross,feasible,119,0,4,13,12,1.00
mval_IF_3L,mval7B,PS_5R_best,exchange,infeasible,119,0,5,6342,313,1.00
mval_IF_3L,mval7B,PS_5R_best,exchange,feasible,119,0,7,145,141,1.00
mval_IF_3L,mval7B,IM_best,relocate,infeasible,119,0,4,5619,1,1.00
mval_IF_3L,mval7B,IM_best,relocate,feasible,119,0,64,5217,149,1.00
mval_IF_3L,mval7B,IM_best,flip,infeasible,119,0,0,0,0,1.00
mval_IF_3L,mval7B,IM_best,flip,feasible,119,0,1,24,7,1.00
mval_IF_3L,mval7B,IM_best,cross,infeasible,119,1,127,3126,63,1.00
mval_IF_3L,mval7B,IM_best,cross,feasible,119,0,27,728,37,1.00
mval_IF_3L,mval7B,IM_best,exchange,infeasible,119,0,0,4173,0,1.00
mval_IF_3L,mval7B,IM_best,exchange,feasible,119,0,12,2316,24,1.00
mval_IF_3L,mval7C,IM_best,relocate,infeasible,121,0,28,8935,301,1.00
mval_IF_3L,mval7C,IM_best,relocate,feasible,121,0,46,2541,364,1.00
mval_IF_3L,mval7C,IM_best,flip,infeasible,121,0,0,2,0,1.00
mval_IF_3L,mval7C,IM_best,flip,feasible,121,0,0,26,23,1.00
mval_IF_3L,mval7C,IM_best,cross,infeasible,121,2,134,3221,283,1.00
mval_IF_3L,mval7C,IM_best,cross,feasible,121,0,11,127,17,1.00
mval_IF_3L,mval7C,IM_best,exchange,infeasible,121,0,1,5488,30,1.00
mval_IF_3L,mval7C,IM_best,exchange,feasible,121,0,9,1231,91,1.00
mval_IF_3L,mval7C,PS_5R_best,relocate,infeasible,121,5,78,9955,669,1.00
mval_IF_3L,mval7C,PS_5R_best,relocate,feasible,121,0,30,1367,355,1.00
mval_IF_3L,mval7C,PS_5R_best,flip,infeasible,121,0,0,0,0,1.00
mval_IF_3L,mval7C,PS_5R_best,flip,feasible,121,0,0,28,24,1.00
mval_IF_3L,mval7C,PS_5R_best,cross,infeasible,121,13,171,3344,473,1.00
mval_IF_3L,mval7C,PS_5R_best,cross,feasible,121,0,2,48,8,1.00
mval_IF_3L,mval7C,PS_5R_best,exchange,infeasible,121,0,8,5852,117,1.00
mval_IF_3L,mval7C,PS_5R_best,exchange,feasible,121,0,2,864,117,1.00
mval_IF_3L,mval7C,U_5R_best,relocate,infeasible,121,0,25,9211,272,1.00
mval_IF_3L,mval7C,U_5R_best,relocate,feasible,121,0,38,2311,365,1.00
mval_IF_3L,mval7C,U_5R_best,flip,infeasible,121,0,0,2,0,1.00
mval_IF_3L,mval7C,U_5R_best,flip,feasible,121,0,1,24,21,1.00
mval_IF_3L,mval7C,U_5R_best,cross,infeasible,121,2,116,3123,256,1.00
mval_IF_3L,mval7C,U_5R_best,cross,feasible,121,0,9,81,11,1.00
mval_IF_3L,mval7C,U_5R_best,exchange,infeasible,121,0,3,5730,44,1.00
mval_IF_3L,mval7C,U_5R_best,exchange,feasible,121,0,2,765,82,1.00
mval_IF_3L,mval8A,IM_best,relocate,infeasible,119,0,2,5750,0,1.00
mval_IF_3L,mval8A,IM_best,relocate,feasible,119,0,45,5571,0,1.00
mval_IF_3L,mval8A,IM_best,flip,infeasible,119,0,0,2,0,1.00
mval_IF_3L,mval8A,IM_best,flip,feasible,119,0,0,18,0,1.00
mval_IF_3L,mval8A,IM_best,cross,infeasible,119,0,112,3303,0,1.00
mval_IF_3L,mval8A,IM_best,cross,feasible,119,0,69,984,0,1.00
mval_IF_3L,mval8A,IM_best,exchange,infeasible,119,0,0,4611,0,1.00
mval_IF_3L,mval8A,IM_best,exchange,feasible,119,0,11,1891,0,1.00
mval_IF_3L,mval8A,U_5R_best,relocate,infeasible,119,0,0,4100,0,1.00
mval_IF_3L,mval8A,U_5R_best,relocate,feasible,119,0,49,7219,402,1.00
mval_IF_3L,mval8A,U_5R_best,flip,infeasible,119,0,0,0,0,1.00
mval_IF_3L,mval8A,U_5R_best,flip,feasible,119,0,0,20,9,1.00
mval_IF_3L,mval8A,U_5R_best,cross,infeasible,119,3,144,3418,231,1.00
mval_IF_3L,mval8A,U_5R_best,cross,feasible,119,0,36,867,55,1.00
mval_IF_3L,mval8A,U_5R_best,exchange,infeasible,119,0,0,3333,0,1.00
mval_IF_3L,mval8A,U_5R_best,exchange,feasible,119,0,10,3171,92,1.00
mval_IF_3L,mval8A,PS_5R_best,relocate,infeasible,119,2,8,7960,106,1.00
mval_IF_3L,mval8A,PS_5R_best,relocate,feasible,119,0,32,3479,123,1.00
mval_IF_3L,mval8A,PS_5R_best,flip,infeasible,119,0,0,10,5,1.00
mval_IF_3L,mval8A,PS_5R_best,flip,feasible,119,0,0,10,1,1.00
mval_IF_3L,mval8A,PS_5R_best,cross,infeasible,119,1,145,3834,153,1.00
mval_IF_3L,mval8A,PS_5R_best,cross,feasible,119,0,16,379,14,1.00
mval_IF_3L,mval8A,PS_5R_best,exchange,infeasible,119,2,5,5950,32,1.00
mval_IF_3L,mval8A,PS_5R_best,exchange,feasible,119,0,4,554,27,1.00
mval_IF_3L,mval8B,IM_best,relocate,infeasible,121,0,9,4210,0,1.00
mval_IF_3L,mval8B,IM_best,relocate,feasible,121,0,56,6813,0,1.00
mval_IF_3L,mval8B,IM_best,flip,infeasible,121,0,0,0,0,1.00
mval_IF_3L,mval8B,IM_best,flip,feasible,121,0,0,27,0,1.00
mval_IF_3L,mval8B,IM_best,cross,infeasible,121,0,159,3435,0,1.00
mval_IF_3L,mval8B,IM_best,cross,feasible,121,0,16,310,0,1.00
mval_IF_3L,mval8B,IM_best,exchange,infeasible,121,0,1,2884,0,1.00
mval_IF_3L,mval8B,IM_best,exchange,feasible,121,0,13,3830,0,1.00
mval_IF_3L,mval8B,U_5R_best,relocate,infeasible,121,0,0,3734,0,1.00
mval_IF_3L,mval8B,U_5R_best,relocate,feasible,121,0,57,7298,64,1.00
mval_IF_3L,mval8B,U_5R_best,flip,infeasible,121,0,0,0,0,1.00
mval_IF_3L,mval8B,U_5R_best,flip,feasible,121,0,0,27,3,1.00
mval_IF_3L,mval8B,U_5R_best,cross,infeasible,121,1,177,3182,36,1.00
mval_IF_3L,mval8B,U_5R_best,cross,feasible,121,0,18,542,3,1.00
mval_IF_3L,mval8B,U_5R_best,exchange,infeasible,121,0,0,2872,0,1.00
mval_IF_3L,mval8B,U_5R_best,exchange,feasible,121,0,14,3841,9,1.00
mval_IF_3L,mval8B,PS_5R_best,relocate,infeasible,121,0,9,9808,2,1.00
mval_IF_3L,mval8B,PS_5R_best,relocate,feasible,121,0,55,1216,10,1.00
mval_IF_3L,mval8B,PS_5R_best,flip,infeasible,121,0,0,17,0,1.00
mval_IF_3L,mval8B,PS_5R_best,flip,feasible,121,0,1,9,0,1.00
mval_IF_3L,mval8B,PS_5R_best,cross,infeasible,121,2,156,3671,16,1.00
mval_IF_3L,mval8B,PS_5R_best,cross,feasible,121,0,0,3,0,1.00
mval_IF_3L,mval8B,PS_5R_best,exchange,infeasible,121,0,4,6545,0,1.00
mval_IF_3L,mval8B,PS_5R_best,exchange,feasible,121,0,6,170,2,1.00
mval_IF_3L,mval8C,IM_best,relocate,infeasible,114,10,74,8656,1589,1.00
mval_IF_3L,mval8C,IM_best,relocate,feasible,114,0,33,1312,310,1.00
mval_IF_3L,mval8C,IM_best,flip,infeasible,114,0,0,7,6,1.00
mval_IF_3L,mval8C,IM_best,flip,feasible,114,0,0,21,20,1.00
mval_IF_3L,mval8C,IM_best,cross,infeasible,114,2,156,2630,661,1.00
mval_IF_3L,mval8C,IM_best,cross,feasible,114,0,0,71,19,1.00
mval_IF_3L,mval8C,IM_best,exchange,infeasible,114,4,14,5371,331,1.00
mval_IF_3L,mval8C,IM_best,exchange,feasible,114,0,9,541,126,1.00
mval_IF_3L,mval8C,U_5R_best,relocate,infeasible,114,4,38,5204,1294,1.00
mval_IF_3L,mval8C,U_5R_best,relocate,feasible,114,0,45,5011,2198,1.00
mval_IF_3L,mval8C,U_5R_best,flip,infeasible,114,0,0,0,0,1.00
mval_IF_3L,mval8C,U_5R_best,flip,feasible,114,0,1,27,27,1.00
mval_IF_3L,mval8C,U_5R_best,cross,infeasible,114,2,125,2270,929,1.00
mval_IF_3L,mval8C,U_5R_best,cross,feasible,114,0,15,300,160,1.00
mval_IF_3L,mval8C,U_5R_best,exchange,infeasible,114,0,2,3988,203,1.00
mval_IF_3L,mval8C,U_5R_best,exchange,feasible,114,0,11,1934,665,1.00
mval_IF_3L,mval8C,PS_5R_best,relocate,infeasible,114,7,61,8703,344,1.00
mval_IF_3L,mval8C,PS_5R_best,relocate,feasible,114,0,40,1186,199,1.00
mval_IF_3L,mval8C,PS_5R_best,flip,infeasible,114,0,0,16,6,1.00
mval_IF_3L,mval8C,PS_5R_best,flip,feasible,114,0,3,9,7,1.00
mval_IF_3L,mval8C,PS_5R_best,cross,infeasible,114,5,165,2667,242,1.00
mval_IF_3L,mval8C,PS_5R_best,cross,feasible,114,0,0,21,1,1.00
mval_IF_3L,mval8C,PS_5R_best,exchange,infeasible,114,0,16,5523,75,1.00
mval_IF_3L,mval8C,PS_5R_best,exchange,feasible,114,0,8,275,54,1.00
mval_IF_3L,mval9A,U_5R_best,relocate,infeasible,167,1,22,16643,2365,1.00
mval_IF_3L,mval9A,U_5R_best,relocate,feasible,167,0,116,5358,2166,1.00
mval_IF_3L,mval9A,U_5R_best,flip,infeasible,167,0,0,14,14,1.00
mval_IF_3L,mval9A,U_5R_best,flip,feasible,167,0,0,18,18,1.00
mval_IF_3L,mval9A,U_5R_best,cross,infeasible,167,8,248,7710,2250,1.00
mval_IF_3L,mval9A,U_5R_best,cross,feasible,167,0,43,510,211,1.00
mval_IF_3L,mval9A,U_5R_best,exchange,infeasible,167,0,4,11725,691,1.00
mval_IF_3L,mval9A,U_5R_best,exchange,feasible,167,0,20,1392,386,1.00
mval_IF_3L,mval9A,IM_best,relocate,infeasible,167,0,5,14621,0,1.00
mval_IF_3L,mval9A,IM_best,relocate,feasible,167,0,130,7384,0,1.00
mval_IF_3L,mval9A,IM_best,flip,infeasible,167,0,0,5,0,1.00
mval_IF_3L,mval9A,IM_best,flip,feasible,167,0,0,27,0,1.00
mval_IF_3L,mval9A,IM_best,cross,infeasible,167,0,208,7180,0,1.00
mval_IF_3L,mval9A,IM_best,cross,feasible,167,0,48,1083,0,1.00
mval_IF_3L,mval9A,IM_best,exchange,infeasible,167,0,0,11062,0,1.00
mval_IF_3L,mval9A,IM_best,exchange,feasible,167,0,20,2056,0,1.00
mval_IF_3L,mval9A,PS_5R_best,relocate,infeasible,167,0,3,18007,1766,1.00
mval_IF_3L,mval9A,PS_5R_best,relocate,feasible,167,0,63,4067,1415,1.00
mval_IF_3L,mval9A,PS_5R_best,flip,infeasible,167,0,0,10,9,1.00
mval_IF_3L,mval9A,PS_5R_best,flip,feasible,167,0,0,22,22,1.00
mval_IF_3L,mval9A,PS_5R_best,cross,infeasible,167,6,206,7696,1465,1.00
mval_IF_3L,mval9A,PS_5R_best,cross,feasible,167,0,48,563,231,1.00
mval_IF_3L,mval9A,PS_5R_best,exchange,infeasible,167,0,0,12470,414,1.00
mval_IF_3L,mval9A,PS_5R_best,exchange,feasible,167,0,6,664,329,1.00
mval_IF_3L,mval9B,IM_best,relocate,infeasible,167,9,18,11100,36,1.00
mval_IF_3L,mval9B,IM_best,relocate,feasible,167,0,84,8961,135,1.00
mval_IF_3L,mval9B,IM_best,flip,infeasible,167,0,0,7,0,1.00
mval_IF_3L,mval9B,IM_best,flip,feasible,167,0,4,33,2,1.00
mval_IF_3L,mval9B,IM_best,cross,infeasible,167,2,155,5619,67,1.00
mval_IF_3L,mval9B,IM_best,cross,feasible,167,0,71,1178,23,1.00
mval_IF_3L,mval9B,IM_best,exchange,infeasible,167,0,2,10246,3,1.00
mval_IF_3L,mval9B,IM_best,exchange,feasible,167,0,10,2852,25,1.00
mval_IF_3L,mval9B,U_5R_best,relocate,infeasible,167,4,29,19485,448,1.00
mval_IF_3L,mval9B,U_5R_best,relocate,feasible,167,0,52,438,194,1.00
mval_IF_3L,mval9B,U_5R_best,flip,infeasible,167,0,0,32,16,1.00
