Set,Problem,Initial,Move,Feasibility,size,nImprove,nNeutral,nWorse,nWorseOK,nnFrac
Lpr_IF,Lpr_IF-b-05,U_5R_best,relocate,feasible,841,0,911,252769,18210,1.00
Lpr_IF,Lpr_IF-b-05,U_5R_best,flip,infeasible,841,0,0,0,0,1.00
Lpr_IF,Lpr_IF-b-05,U_5R_best,flip,feasible,841,0,0,37,37,1.00
Lpr_IF,Lpr_IF-b-05,U_5R_best,cross,infeasible,841,60,1834,297205,13927,1.00
Lpr_IF,Lpr_IF-b-05,U_5R_best,cross,feasible,841,0,55,9372,478,1.00
Lpr_IF,Lpr_IF-b-05,U_5R_best,exchange,infeasible,841,0,8,254535,439,1.00
Lpr_IF,Lpr_IF-b-05,U_5R_best,exchange,feasible,841,0,95,95158,3198,1.00
Lpr_IF,Lpr_IF-c-01,PS_5R_best,relocate,infeasible,92,0,2,1021,0,1.00
Lpr_IF,Lpr_IF-c-01,PS_5R_best,relocate,feasible,92,0,30,3394,0,1.00
Lpr_IF,Lpr_IF-c-01,PS_5R_best,exchange,infeasible,92,0,0,999,0,1.00
Lpr_IF,Lpr_IF-c-01,PS_5R_best,exchange,feasible,92,0,5,2718,0,1.00
Lpr_IF,Lpr_IF-c-01,PS_5R_best,cross,infeasible,92,0,41,1088,0,1.00
Lpr_IF,Lpr_IF-c-01,PS_5R_best,cross,feasible,92,0,0,0,0,1.00
Lpr_IF,Lpr_IF-c-01,PS_5R_best,flip,infeasible,92,0,0,0,0,1.00
Lpr_IF,Lpr_IF-c-01,PS_5R_best,flip,feasible,92,0,4,35,0,1.00
Lpr_IF,Lpr_IF-c-01,IM_best,relocate,infeasible,92,0,0,0,0,1.00
Lpr_IF,Lpr_IF-c-01,IM_best,relocate,feasible,92,0,38,4409,79,1.00
Lpr_IF,Lpr_IF-c-01,IM_best,exchange,infeasible,92,0,0,0,0,1.00
Lpr_IF,Lpr_IF-c-01,IM_best,exchange,feasible,92,0,4,3718,24,1.00
Lpr_IF,Lpr_IF-c-01,IM_best,cross,infeasible,92,2,50,1077,37,1.00
Lpr_IF,Lpr_IF-c-01,IM_best,cross,feasible,92,0,0,0,0,1.00
Lpr_IF,Lpr_IF-c-01,IM_best,flip,infeasible,92,0,0,0,0,1.00
Lpr_IF,Lpr_IF-c-01,IM_best,flip,feasible,92,0,2,37,7,1.00
Lpr_IF,Lpr_IF-c-01,U_5R_best,relocate,infeasible,92,0,0,0,0,1.00
Lpr_IF,Lpr_IF-c-01,U_5R_best,relocate,feasible,92,0,30,4417,0,1.00
Lpr_IF,Lpr_IF-c-01,U_5R_best,exchange,infeasible,92,0,0,0,0,1.00
Lpr_IF,Lpr_IF-c-01,U_5R_best,exchange,feasible,92,0,2,3718,0,1.00
Lpr_IF,Lpr_IF-c-01,U_5R_best,cross,infeasible,92,0,43,1086,0,1.00
Lpr_IF,Lpr_IF-c-01,U_5R_best,cross,feasible,92,0,0,0,0,1.00
Lpr_IF,Lpr_IF-c-01,U_5R_best,flip,infeasible,92,0,0,0,0,1.00
Lpr_IF,Lpr_IF-c-01,U_5R_best,flip,feasible,92,0,4,35,0,1.00
Lpr_IF,Lpr_IF-c-02,IM_best,relocate,infeasible,180,0,0,0,0,1.00
Lpr_IF,Lpr_IF-c-02,IM_best,relocate,feasible,180,0,56,17991,0,1.00
Lpr_IF,Lpr_IF-c-02,IM_best,flip,infeasible,180,0,0,0,0,1.00
Lpr_IF,Lpr_IF-c-02,IM_best,flip,feasible,180,0,4,73,0,1.00
Lpr_IF,Lpr_IF-c-02,IM_best,cross,infeasible,180,0,97,4132,0,1.00
Lpr_IF,Lpr_IF-c-02,IM_best,cross,feasible,180,0,7,423,0,1.00
Lpr_IF,Lpr_IF-c-02,IM_best,exchange,infeasible,180,0,0,0,0,1.00
Lpr_IF,Lpr_IF-c-02,IM_best,exchange,feasible,180,0,13,15177,0,1.00
Lpr_IF,Lpr_IF-c-02,PS_5R_best,relocate,infeasible,180,2,16,7153,116,1.00
Lpr_IF,Lpr_IF-c-02,PS_5R_best,relocate,feasible,180,0,37,10840,270,1.00
Lpr_IF,Lpr_IF-c-02,PS_5R_best,flip,infeasible,180,0,0,0,0,1.00
Lpr_IF,Lpr_IF-c-02,PS_5R_best,flip,feasible,180,0,9,68,34,1.00
Lpr_IF,Lpr_IF-c-02,PS_5R_best,cross,infeasible,180,3,84,4437,161,1.00
Lpr_IF,Lpr_IF-c-02,PS_5R_best,cross,feasible,180,0,0,135,1,1.00
Lpr_IF,Lpr_IF-c-02,PS_5R_best,exchange,infeasible,180,0,1,4895,13,1.00
Lpr_IF,Lpr_IF-c-02,PS_5R_best,exchange,feasible,180,0,4,10290,70,1.00
Lpr_IF,Lpr_IF-c-02,U_5R_best,relocate,infeasible,180,1,15,3927,2,1.00
Lpr_IF,Lpr_IF-c-02,U_5R_best,relocate,feasible,180,0,43,14061,13,1.00
Lpr_IF,Lpr_IF-c-02,U_5R_best,flip,infeasible,180,0,0,0,0,1.00
Lpr_IF,Lpr_IF-c-02,U_5R_best,flip,feasible,180,0,9,68,2,1.00
Lpr_IF,Lpr_IF-c-02,U_5R_best,cross,infeasible,180,1,94,4338,4,1.00
Lpr_IF,Lpr_IF-c-02,U_5R_best,cross,feasible,180,0,0,226,0,1.00
Lpr_IF,Lpr_IF-c-02,U_5R_best,exchange,infeasible,180,0,1,3464,0,1.00
Lpr_IF,Lpr_IF-c-02,U_5R_best,exchange,feasible,180,0,4,11721,4,1.00
Lpr_IF,Lpr_IF-c-03,PS_5R_best,relocate,infeasible,546,6,88,111703,5029,1.00
Lpr_IF,Lpr_IF-c-03,PS_5R_best,relocate,feasible,546,0,94,57498,5428,1.00
Lpr_IF,Lpr_IF-c-03,PS_5R_best,flip,infeasible,546,0,0,45,45,1.00
Lpr_IF,Lpr_IF-c-03,PS_5R_best,flip,feasible,546,0,9,187,187,1.00
Lpr_IF,Lpr_IF-c-03,PS_5R_best,cross,infeasible,546,9,299,41777,3475,1.00
Lpr_IF,Lpr_IF-c-03,PS_5R_best,cross,feasible,546,0,7,697,86,1.00
Lpr_IF,Lpr_IF-c-03,PS_5R_best,exchange,infeasible,546,0,7,99672,1221,1.00
Lpr_IF,Lpr_IF-c-03,PS_5R_best,exchange,feasible,546,0,3,46263,1660,1.00
Lpr_IF,Lpr_IF-c-03,U_5R_best,relocate,infeasible,546,31,162,148277,12249,1.00
Lpr_IF,Lpr_IF-c-03,U_5R_best,relocate,feasible,546,0,112,20803,7971,1.00
Lpr_IF,Lpr_IF-c-03,U_5R_best,flip,infeasible,546,0,0,0,0,1.00
Lpr_IF,Lpr_IF-c-03,U_5R_best,flip,feasible,546,0,16,225,225,1.00
Lpr_IF,Lpr_IF-c-03,U_5R_best,cross,infeasible,546,21,337,42138,6146,1.00
Lpr_IF,Lpr_IF-c-03,U_5R_best,cross,feasible,546,0,10,283,71,1.00
Lpr_IF,Lpr_IF-c-03,U_5R_best,exchange,infeasible,546,0,16,129052,2632,1.00
Lpr_IF,Lpr_IF-c-03,U_5R_best,exchange,feasible,546,0,24,16852,3818,1.00
Lpr_IF,Lpr_IF-c-03,IM_best,relocate,infeasible,546,5,79,122634,618,1.00
Lpr_IF,Lpr_IF-c-03,IM_best,relocate,feasible,546,0,117,46552,882,1.00
Lpr_IF,Lpr_IF-c-03,IM_best,flip,infeasible,546,0,0,1,0,1.00
Lpr_IF,Lpr_IF-c-03,IM_best,flip,feasible,546,0,10,230,157,1.00
Lpr_IF,Lpr_IF-c-03,IM_best,cross,infeasible,546,4,302,41603,574,1.00
Lpr_IF,Lpr_IF-c-03,IM_best,cross,feasible,546,0,17,863,29,1.00
Lpr_IF,Lpr_IF-c-03,IM_best,exchange,infeasible,546,0,13,108702,111,1.00
Lpr_IF,Lpr_IF-c-03,IM_best,exchange,feasible,546,0,14,37218,304,1.00
Lpr_IF,Lpr_IF-c-04,IM_best,relocate,infeasible,869,7,77,246637,4493,1.00
Lpr_IF,Lpr_IF-c-04,IM_best,relocate,feasible,869,0,236,203324,13793,1.00
Lpr_IF,Lpr_IF-c-04,IM_best,flip,infeasible,869,0,0,0,0,1.00
Lpr_IF,Lpr_IF-c-04,IM_best,flip,feasible,869,0,9,353,353,1.00
Lpr_IF,Lpr_IF-c-04,IM_best,cross,infeasible,869,49,573,116327,6717,1.00
Lpr_IF,Lpr_IF-c-04,IM_best,cross,feasible,869,0,47,3807,359,1.00
Lpr_IF,Lpr_IF-c-04,IM_best,exchange,infeasible,869,1,3,186638,963,1.00
Lpr_IF,Lpr_IF-c-04,IM_best,exchange,feasible,869,0,23,186046,4198,1.00
Lpr_IF,Lpr_IF-c-04,U_5R_best,relocate,infeasible,869,10,130,265311,7223,1.00
Lpr_IF,Lpr_IF-c-04,U_5R_best,relocate,feasible,869,0,159,183812,12107,1.00
Lpr_IF,Lpr_IF-c-04,U_5R_best,flip,infeasible,869,0,0,0,0,1.00
Lpr_IF,Lpr_IF-c-04,U_5R_best,flip,feasible,869,0,9,353,353,1.00
Lpr_IF,Lpr_IF-c-04,U_5R_best,cross,infeasible,869,39,556,115755,6983,1.00
Lpr_IF,Lpr_IF-c-04,U_5R_best,cross,feasible,869,0,12,4932,187,1.00
Lpr_IF,Lpr_IF-c-04,U_5R_best,exchange,infeasible,869,1,11,213321,1415,1.00
Lpr_IF,Lpr_IF-c-04,U_5R_best,exchange,feasible,869,0,17,159345,3455,1.00
Lpr_IF,Lpr_IF-c-04,PS_5R_best,relocate,infeasible,869,25,220,361803,4814,1.00
Lpr_IF,Lpr_IF-c-04,PS_5R_best,relocate,feasible,869,0,178,88921,3353,1.00
Lpr_IF,Lpr_IF-c-04,PS_5R_best,flip,infeasible,869,0,0,111,102,1.00
Lpr_IF,Lpr_IF-c-04,PS_5R_best,flip,feasible,869,0,16,235,230,1.00
Lpr_IF,Lpr_IF-c-04,PS_5R_best,cross,infeasible,869,30,564,117771,3172,1.00
Lpr_IF,Lpr_IF-c-04,PS_5R_best,cross,feasible,869,0,19,1929,143,1.00
Lpr_IF,Lpr_IF-c-04,PS_5R_best,exchange,infeasible,869,2,19,322391,1070,1.00
Lpr_IF,Lpr_IF-c-04,PS_5R_best,exchange,feasible,869,0,14,50282,1057,1.00
Lpr_IF,Lpr_IF-c-05,PS_5R_best,relocate,infeasible,1193,43,332,528987,19150,1.00
Lpr_IF,Lpr_IF-c-05,PS_5R_best,relocate,feasible,1193,0,495,457793,30986,1.00
Lpr_IF,Lpr_IF-c-05,PS_5R_best,flip,infeasible,1193,0,0,43,43,1.00
Lpr_IF,Lpr_IF-c-05,PS_5R_best,flip,feasible,1193,0,10,334,334,1.00
Lpr_IF,Lpr_IF-c-05,PS_5R_best,cross,infeasible,1193,93,1282,292117,17919,1.00
Lpr_IF,Lpr_IF-c-05,PS_5R_best,cross,feasible,1193,0,46,12643,1028,1.00
Lpr_IF,Lpr_IF-c-05,PS_5R_best,exchange,infeasible,1193,4,22,381404,3644,1.00
Lpr_IF,Lpr_IF-c-05,PS_5R_best,exchange,feasible,1193,0,36,323833,7607,1.00
Lpr_IF,Lpr_IF-c-05,U_5R_best,relocate,infeasible,1193,17,478,703074,73551,1.00
Lpr_IF,Lpr_IF-c-05,U_5R_best,relocate,feasible,1193,0,368,282520,60119,1.00
Lpr_IF,Lpr_IF-c-05,U_5R_best,flip,infeasible,1193,0,0,0,0,1.00
Lpr_IF,Lpr_IF-c-05,U_5R_best,flip,feasible,1193,0,4,383,383,1.00
Lpr_IF,Lpr_IF-c-05,U_5R_best,cross,infeasible,1193,192,1463,297563,46495,1.00
Lpr_IF,Lpr_IF-c-05,U_5R_best,cross,feasible,1193,0,40,7705,1237,1.00
Lpr_IF,Lpr_IF-c-05,U_5R_best,exchange,infeasible,1193,0,18,509817,12928,1.00
Lpr_IF,Lpr_IF-c-05,U_5R_best,exchange,feasible,1193,0,25,195437,19031,1.00
Lpr_IF,Lpr_IF-c-05,IM_best,relocate,infeasible,1193,32,516,627712,30649,1.00
Lpr_IF,Lpr_IF-c-05,IM_best,relocate,feasible,1193,0,446,358941,27407,1.00
Lpr_IF,Lpr_IF-c-05,IM_best,flip,infeasible,1193,0,0,17,17,1.00
Lpr_IF,Lpr_IF-c-05,IM_best,flip,feasible,1193,0,11,359,359,1.00
Lpr_IF,Lpr_IF-c-05,IM_best,cross,infeasible,1193,171,1541,295524,21895,1.00
Lpr_IF,Lpr_IF-c-05,IM_best,cross,feasible,1193,0,74,8871,1160,1.00
Lpr_IF,Lpr_IF-c-05,IM_best,exchange,infeasible,1193,4,48,484211,6652,1.00
Lpr_IF,Lpr_IF-c-05,IM_best,exchange,feasible,1193,0,83,220965,8239,1.00
